,Officer Name,Rank,Command,Shield,Appointed Date,Total Arrests,Department Recognitions
27932,"THOMAS, CASEY A",DETECTIVE 3RD GRADE,WARRANT SECTION,3616,1/6/2016,41,1
27933,"THOMAS, CATHERINE R",POLICE OFFICER,028 PRECINCT,23675,1/7/2008,209,0
27934,"THOMAS, CHRISTOPHER R",DETECTIVE 3RD GRADE,INTEL CIS FIO PROGRAM,3618,7/8/2008,171,25
27935,"THOMAS, CLIVE A",SERGEANT,POLICE COMMISSIONER,3054,7/10/2006,142,0
27936,"THOMAS, CURT A",DETECTIVE 3RD GRADE,NARC BORO QUEENS NORTH,5984,1/30/2004,207,4
27937,"THOMAS, CYRUS W",POLICE OFFICER,TRANSIT DISTRICT 1,14714,1/10/2018,5,1
27938,"THOMAS, DANIEL L",DETECTIVE 3RD GRADE,LATENT PRINT SECTION,5859,7/18/2007,45,1
27939,"THOMAS, DAYLIAN A",POLICE OFFICER,067 PRECINCT,12024,1/9/2006,54,0
27940,"THOMAS, DEANGELO K",POLICE OFFICER,014 PCT-MIDTOWN SO. PCT,25642,11/2/2020,25,0
27941,"THOMAS, DESHAUN A",POLICE OFFICER,RTS RECRUITS,22457,12/29/2021,0,0
27942,"THOMAS, DESHON",POLICE OFFICER,083 PRECINCT,13521,7/9/2014,49,0
27943,"THOMAS, DONALD",POLICE OFFICER,CRITICAL RESPONSE COMMAND,15916,1/9/2012,24,0
27944,"THOMAS, DWAYNE C",POLICE OFFICER,083 PRECINCT,31632,1/17/2008,177,2
27945,"THOMAS, ELISHA",POLICE OFFICER,STRATEGIC RESP GRP 4 QUEENS,28605,1/10/2005,64,0
27946,"THOMAS, ENDIA M",POLICE OFFICER,043 PRECINCT,2966,10/15/2021,0,0
27947,"THOMAS, ENOCH M",DETECTIVE 3RD GRADE,001 DET SQUAD,325,7/10/2006,265,2
27948,"THOMAS, ERROL T",POLICE OFFICER,078 DET SQUAD,19309,7/8/2015,121,4
27949,"THOMAS, GIBIN",POLICE OFFICER,HOUSING PSA 9,8239,4/28/2021,2,0
27950,"THOMAS, JAMAL E",POLICE OFFICER,060 PRECINCT,14857,7/1/2019,3,0
27951,"THOMAS, JASON T",POLICE OFFICER,073 PRECINCT,16197,1/7/2015,31,1
27952,"THOMAS, JESMAN S",SERGEANT,076 PRECINCT,416,7/11/2012,81,3
27953,"THOMAS, JESSICA A",POLICE OFFICER,043 PRECINCT,22961,7/1/2003,101,3
27954,"THOMAS, JOBY S",POLICE OFFICER,030 PRECINCT,14581,7/6/2011,155,3
27955,"THOMAS, JODY",SERGEANT,070 PRECINCT,2587,7/11/2012,100,0
27956,"THOMAS, JONATHAN A",DETECTIVE 3RD GRADE,107TH DET SQUAD,7270,1/14/2009,693,19
27957,"THOMAS, JOSHUA P",POLICE OFFICER,030 PRECINCT,20672,1/4/2017,81,2
27958,"THOMAS, JUBY J",DETECTIVE 3RD GRADE,066 DET SQUAD,759,1/7/2008,231,11
27959,"THOMAS, JUSTIN",POLICE OFFICER,WORLD TRADE CENTER COMMAND,7134,1/14/2009,82,1
27960,"THOMAS, JUSTIN T",POLICE OFFICER,081 PRECINCT,2234,12/29/2020,22,0
27961,"THOMAS, KARL E",POLICE OFFICER,090 PRECINCT,23368,10/11/2016,100,9
27962,"THOMAS, KEVIN",POLICE OFFICER,BROOKLYN COURT SECTION,24437,1/10/2007,142,7
27963,"THOMAS, KRISTIAN S",POLICE OFFICER,HOUSING PSA 1,24625,11/2/2020,3,0
27964,"THOMAS, LAWRENCE O",DETECTIVE 3RD GRADE,033 DET SQUAD,1939,7/8/2008,661,5
27965,"THOMAS, MARC A",POLICE OFFICER,084 PRECINCT,26238,7/21/2008,76,6
27966,"THOMAS, MARCUS L",POLICE OFFICER,071 PRECINCT,16554,7/13/2016,188,0
27967,"THOMAS, MAURICIO",POLICE OFFICER,STRATEGIC RESP GRP 2 BRONX,26957,1/7/2008,386,3
27968,"THOMAS, MELVIN A",POLICE OFFICER,INTEL CIS FIO PROGRAM,16356,1/9/2006,408,11
27969,"THOMAS, MICHAEL D",SERGEANT,BRONX TRANSIT ROBBERY SQUAD,3296,7/1/2004,778,52
27970,"THOMAS, MICHELLE",DETECTIVE 3RD GRADE,NARC BORO MANHATTAN SOUTH,1734,8/31/1998,17,0
27971,"THOMAS, MOYIBI O",SERGEANT,060 PRECINCT,5299,7/1/1998,26,5
27972,"THOMAS, MYRNA A",POLICE OFFICER,LAB EVIDENCE CTRL & SECURITY,8300,7/7/1999,29,0
27973,"THOMAS, NADIA M",POLICE OFFICER,073 PRECINCT,22193,10/11/2016,130,1
27974,"THOMAS, PATRICK J",POLICE OFFICER,018 PCT-MIDTOWN NO. PCT,22039,1/7/2008,57,1
27975,"THOMAS, REMEL D",POLICE OFFICER,075 PRECINCT,14604,7/1/2003,124,2
27976,"THOMAS, RENEE H",POLICE OFFICER,TRANSIT DISTRICT 30,8131,7/8/2015,45,3
27977,"THOMAS, RONALD S",DETECTIVE SPECIALIST,H&W EMPLOYEE ASSISTANCE UNIT,1211,8/31/1998,100,0
27978,"THOMAS, RYAN J",SERGEANT,HOUSING PSA 3,2745,7/11/2005,36,1
27979,"THOMAS, SANDEEP",SERGEANT,075 PRECINCT,923,7/9/2013,75,5
27980,"THOMAS, SHAMIKA N",DETECTIVE 3RD GRADE,044 DET SQUAD,3960,1/9/2013,278,1
27981,"THOMAS, STEFFANO C",POLICE OFFICER,034 PRECINCT,24411,2/24/2021,5,0
27982,"THOMAS, TRICIA A",POLICE OFFICER,081 PRECINCT,3207,1/9/2013,85,4
27983,"THOMAS, WILHELM M",POLICE OFFICER,COUNTERTERRORISM DIVISION,5973,7/6/2010,169,1
27984,"THOMAS, WILLIAM D",DETECTIVE 1ST GRADE,QUEENS TRANSIT ROBBERY SQUAD,4026,7/18/1996,355,3
27985,"THOMASBURKE, MARCELLA S",POLICE OFFICER,030 PRECINCT,30465,1/10/2005,131,3
27986,"THOMASJOSEPH, SHARMAINE S",POLICE OFFICER,073 PRECINCT,2653,12/29/2020,3,0
27987,"THOMASMARTINEZ, NANCY A",POLICE OFFICER,TRANSIT DISTRICT 12,12292,1/6/2016,44,0
27988,"THOMASSCIPIO, SIMONE F",POLICE OFFICER,TRANSIT DISTRICT 3,21752,10/7/2015,17,0
27989,"THOME, BRIAN A",POLICE OFFICER,075 PRECINCT,31839,7/1/2002,129,2
27990,"THOMPSON, AKEMA",POLICE OFFICER,050 PRECINCT,2463,7/6/2010,174,0
27991,"THOMPSON, ALEXANDER L",POLICE OFFICER,HOUSING PSA 5,7139,7/11/2005,178,0
27992,"THOMPSON, ANTHONY",SERGEANT,AVIATION UNIT,4919,1/11/2010,554,1
27993,"THOMPSON, BRENDAN P",POLICE OFFICER,046 PRECINCT,21768,10/7/2015,95,0
27994,"THOMPSON, CAPRICE D",POLICE OFFICER,075 PRECINCT,18516,7/9/2013,70,4
27995,"THOMPSON, CHRISTOPHER",POLICE OFFICER,010 PRECINCT,31698,7/11/2012,72,0
27996,"THOMPSON, CIDNEY",POLICE OFFICER,SEX OFFENDER MONITORING UNIT,3725,7/6/2010,41,1
27997,"THOMPSON, CRAIG M",SGT SPECIAL ASSIGN,FACILITY MAINTENANCE SECTION,5123,7/26/1996,41,1
27998,"THOMPSON, DARRYN",POLICE OFFICER,CO RESPONSE UNIT,7443,7/9/2014,46,0
27999,"THOMPSON, DAVID A",POLICE OFFICER,HOUSING PSA 2,19571,7/8/2015,4,0
28000,"THOMPSON, DEBORAH A",LIEUTENANT,CRITICAL RESPONSE COMMAND,,7/1/2004,136,9
28001,"THOMPSON, DORIAN K",POLICE OFFICER,HOUSING PSA 9,27864,1/10/2005,235,1
28002,"THOMPSON, DOWEN S",DETECTIVE 3RD GRADE,CENTRAL ROBBERY DIVISION,3665,1/9/2006,887,1
28003,"THOMPSON, EDWARD A",DEPUTY CHIEF,INFORMATION TECHNOLOGY BUREAU,,1/9/1986,486,10
28004,"THOMPSON, EDWARD C",SERGEANT,INTEL CIS FIO PROGRAM,5562,7/10/2006,326,24
28005,"THOMPSON, EON G",SERGEANT,TRN BUR CMD LVL TRAINING SECT,2048,1/10/2005,69,0
28006,"THOMPSON, ERIC J",POLICE OFFICER,HOUSING PSA 3,2248,1/9/2006,167,8
28007,"THOMPSON, GARY A",POLICE OFFICER,MOUNTED UNIT,5000,7/6/2010,190,2
28008,"THOMPSON, GYASI K",POLICE OFFICER,HOUSING PSA 6,14513,7/11/2005,120,0
28009,"THOMPSON, HAROLD",SERGEANT,077 PRECINCT,4922,7/10/2006,184,26
28010,"THOMPSON, JEANNINE B",POLICE OFFICER,QS EVIDENCE COLLECTION TEAM,2020,7/26/1996,83,1
28011,"THOMPSON, JEFF",DETECTIVE 2ND GRADE,DEP COMM EMPLOYEE RELATIONS,7409,7/1/2003,20,0
28012,"THOMPSON, JEFFREY W",SERGEANT,101 PRECINCT,5178,7/9/2013,74,3
28013,"THOMPSON, JERRY M",POLICE OFFICER,088 PRECINCT,29339,9/29/2000,78,4
28014,"THOMPSON, JOSEPH A",DETECTIVE 3RD GRADE,GVSD JOINT FIREARMS TASK FORCE,3293,1/7/2008,165,2
28015,"THOMPSON, JUSTIN A",POLICE OFFICER,106 PRECINCT,14187,4/12/2017,85,0
28016,"THOMPSON, KERI L",SGT SPECIAL ASSIGN,010 PRECINCT,2671,8/31/1998,57,0
28017,"THOMPSON, MALIKA S",POLICE OFFICER,101 PRECINCT,21788,7/18/2007,84,2
28018,"THOMPSON, MICHAEL A",POLICE OFFICER,RISK MANAGEMENT BUREAU,7993,7/1/2004,219,0
28019,"THOMPSON, NARDRAKA A",POLICE OFFICER,MEDICAL DIVISION,18815,10/7/2015,13,1
28020,"THOMPSON, PATRICK A",DETECTIVE 3RD GRADE,GUN VIOLENCE SUPPRESSION DIVISION,7871,7/10/2006,247,5
28021,"THOMPSON, PECULIAR T",POLICE OFFICER,HOUSING PSA 1,4088,10/12/2021,0,0
28022,"THOMPSON, PETER J",DETECTIVE SPECIALIST,HOUSING PSA 3,5625,7/11/2005,278,9
28023,"THOMPSON, RHONE M",POLICE OFFICER,QNS COURT SECTION,2354,7/1/2004,80,2
28024,"THOMPSON, ROBERT M",POLICE OFFICER,052 PRECINCT,22487,3/12/2021,6,0
28025,"THOMPSON, ROHAN A",DETECTIVE 3RD GRADE,NARC BORO BROOKLYN NORTH,2863,12/8/1997,114,1
28026,"THOMPSON, SAKINA D",POLICE OFFICER,107 PRECINCT,17279,7/8/2015,21,1
28027,"THOMPSON, SHAUNA",POLICE OFFICER,042 PRECINCT,20947,7/9/2013,52,0
28028,"THOMPSON, STEVEN G",POLICE OFFICER,069 PRECINCT,14464,7/13/2016,42,0
28029,"THOMPSON, TIESHA T",POLICE OFFICER,POLICE COMMISSIONER,28235,7/10/2006,129,0
28030,"THOMPSON, WILLIE L",POLICE OFFICER,030 DET SQUAD,15823,1/7/2015,176,15
28031,"THOMPSONSUCHIT, LEILA P",POLICE OFFICER,MILITARY & EXTENDED LEAVE DESK,20506,7/8/2008,39,0
28032,"THOMSON, CHRISTINE",POLICE OFFICER,100 PRECINCT,3176,7/11/2005,134,2
28033,"THOMSON, TIMOTHY P",LT DET COMMANDER,DET BORO QNS NORTH HOMICIDE SQ,,8/31/1998,45,2
28034,"THOOHO, BRYAN D",POLICE OFFICER,009 PRECINCT,5250,7/9/2014,84,4
28035,"THORGERSEN, ROBERT F",POLICE OFFICER,HEADQUARTERS SECURITY UNIT,20701,7/22/2002,16,0
28036,"THORMAN, MICHAEL G",POLICE OFFICER,090 PRECINCT,15408,7/6/2011,93,0
28037,"THORNEY, RAY A",SERGEANT,032 PRECINCT,3841,3/1/2000,37,0
28038,"THORNTON, HOWARD J",POLICE OFFICER,STRATEGIC RESP GRP 1 MANHATTAN,14002,1/6/2016,104,0
28039,"THORNTON, JUSTIN M",POLICE OFFICER,032 PRECINCT,15200,7/9/2014,129,19
28040,"THORPE, COURTNEY A",DETECTIVE 3RD GRADE,HUMAN TRAFFICKING UNIT,1210,1/10/2005,552,0
28041,"THORSTEN, MYUNGSUN J",DETECTIVE SPECIALIST,PATROL BORO QUEENS SOUTH,763,1/20/2004,24,0
28042,"THOTAM, LIJU P",DEPUTY INSPECTOR,FORENSIC INVESTIGATIONS DIV,,7/18/1996,41,1
28043,"THRISTINO, LOUIS F",POLICE OFFICER,PSA 1 VIPER 13,18128,1/9/2012,79,0
28044,"THUESDAY, GREGORY R",SERGEANT,045 PRECINCT,5462,7/1/2004,330,2
28045,"THUVASIN, TANO W",SERGEANT,MILITARY & EXTENDED LEAVE DESK,2596,7/11/2012,148,1
28046,"THY, KIM H",POLICE OFFICER,CANDIDATE ASSESSMENT DIVISION,21623,7/1/2003,75,2
28047,"THYBULLE, RICHARD H",POLICE OFFICER,TB CITYWIDE VANDALS TASK FORCE,17331,1/10/2005,316,3
28048,"TIAN, YUEN Z",POLICE OFFICER,PSA 7 VIPER 11,2282,1/9/2013,108,0
28049,"TIAN, ZUNXU",POLICE OFFICER,RTS RECRUITS,29063,12/29/2021,0,0
28050,"TIBBETS, CASSIDY W",DETECTIVE SPECIALIST,067 PRECINCT,987,7/6/2011,71,4
28051,"TIBURCIO, KELY D",DETECTIVE 3RD GRADE,TECH. ASSIST. & RESPONSE UNIT,1066,1/31/2006,133,15
28052,"TICALI, DANIEL J",DETECTIVE 2ND GRADE,FIREARMS & TACTICS SECTION,5570,7/2/2001,421,2
28053,"TICAS, RUBEN A",POLICE OFFICER,TRANSIT DISTRICT 23,18138,7/1/2002,126,1
28054,"TICE, JOSHUA J",POLICE OFFICER,HB BRONX/QUEENS RESPONSE TEAM,15078,1/9/2012,48,0
28055,"TIENIBER, VINCENT B",POLICE OFFICER,TB CANINE UNIT,31852,7/1/2002,220,11
28056,"TIERNAN, BRIAN K",SERGEANT,WARRANT SECTION,5421,7/1/2003,184,8
28057,"TIERNAN, MATTHEW J",POLICE OFFICER,113 PRECINCT,24019,1/7/2008,151,19
28058,"TIERNAN, SEAN M",SERGEANT,121 PRECINCT,4001,7/11/2012,186,4
28059,"TIERNAN, VINCENT M",SERGEANT,MILITARY & EXTENDED LEAVE DESK,5478,7/1/2004,416,0
28060,"TIERNEY, JENNIFER L",POLICE OFFICER,020 PRECINCT,7903,7/6/2010,122,0
28061,"TIERNEY, KEVIN M",SERGEANT,AUTO POUND,1080,7/1/2004,136,1
28062,"TIERNEY, MICHAEL J",POLICE OFFICER,MILITARY & EXTENDED LEAVE DESK,29669,10/11/2016,20,0
28063,"TIERNEY, MICHAEL J",POLICE OFFICER,101 PRECINCT,24449,1/7/2008,121,7
28064,"TIERNEY, THOMAS M",CAPTAIN,CJB INVESTIGATIONS UNIT,,10/15/1990,87,2
28065,"TIERNEY, TIMOTHY P",SERGEANT,009 PRECINCT,5538,1/10/2007,136,14
28066,"TIERNEY, WILLIAM C",DETECTIVE 3RD GRADE,MTS DET SQUAD,4324,1/7/2015,108,4
28067,"TIKHMAN, EDUARD A",POLICE OFFICER,CRITICAL RESPONSE COMMAND,2298,1/9/2013,130,1
28068,"TILAKDHARI, VICKRAM P",POLICE OFFICER,030 PRECINCT,3973,12/29/2020,19,0
28069,"TILAN, ALEXANDRE C",POLICE OFFICER,072 PRECINCT,16422,1/6/2016,138,3
28070,"TILESIO, JOSEPH",POLICE OFFICER,014 PCT-MIDTOWN SO. PCT,24591,7/6/2011,71,0
28071,"TILLMAN, JAMES C",DETECTIVE 3RD GRADE,073 DET SQUAD,5516,7/1/1998,657,14
28072,"TILLMAN, LARRY D",POLICE OFFICER,110 PRECINCT,24004,10/7/2019,54,0
28073,"TILLOTSON, JOSEPH",DETECTIVE 2ND GRADE,POLICE COMMISSIONER,5915,7/1/2002,461,9
28074,"TILLWITZ, ROBERT A",LIEUTENANT,POLICE ACADEMY,,7/1/1998,27,0
28075,"TILMAN, DANIEL B",DETECTIVE 3RD GRADE,046 DET SQUAD,5517,3/1/2000,383,5
28076,"TIM, ELBERT",POLICE OFFICER,088 PRECINCT,15162,7/10/2006,124,1
28077,"TIMARCHI, JOSEPH",DETECTIVE 3RD GRADE,CEIS MONEY LAUNDERING UNIT,7084,1/10/2005,84,3
28078,"TIMCHENKO, KARIMA",POLICE OFFICER,123 PRECINCT,16,4/12/2017,118,4
28079,"TIMMONS, MESSIAH I",POLICE OFFICER,018 PCT-MIDTOWN NO. PCT,11865,10/18/2017,103,0
28080,"TIMOFEEV, SERGEY O",SGT DET SQUAD,BOMB SQUAD,3565,7/22/2002,98,2
28081,"TIMOFEEVA, IRYNA V",POLICE OFFICER,POL LAB FIREARMS ANALYSIS SEC,19067,10/11/2016,42,2
28082,"TIMOLL, ALEXANDER O",POLICE OFFICER,TRANSIT DISTRICT 33,7233,1/6/2020,1,0
28083,"TIMONEY, BRENDAN M",DEPUTY CHIEF,PATROL BORO BRONX,,7/1/1998,56,1
28084,"TIMONY, JOHN E",LT SPECIAL ASSIGN,LEGAL BUREAU,,4/30/1991,118,9
28085,"TIMOTHY, ALLISON A",POLICE OFFICER,073 PRECINCT,24767,1/7/2008,43,0
28086,"TIMOTHY, CHRISTOPHER",POLICE OFFICER,023 PRECINCT,9131,12/29/2020,10,0
28087,"TIMPONE, CHRISTOPHER A",POLICE OFFICER,114 PRECINCT,30510,1/10/2005,80,0
28088,"TINAJERO, KENNETH L",LIEUTENANT,HOUSING PSA 4,,7/7/1999,47,0
28089,"TINAO, FREDERICK J",POLICE OFFICER,PATROL BORO MAN SOUTH,5284,7/8/2008,140,5
28090,"TINAO, JONATHAN M",POLICE OFFICER,HEADQUARTERS SECURITY UNIT,18099,7/8/2015,33,0
28091,"TINE, MICHAEL L",POLICE OFFICER,115 PCT ROOSEVELT AVE TF,16098,1/7/2015,50,0
28092,"TINE, THOMAS P",DETECTIVE SPECIALIST,SENSITIVE DATA UNIT,5402,7/16/1999,38,0
28093,"TINEO, AMAURY R",POLICE OFFICER,PATROL BORO MAN NORTH,29103,7/6/2011,109,1
28094,"TINEO, BISMAL",POLICE OFFICER,040 PRECINCT,3560,7/13/2016,277,3
28095,"TINEO, BRIANT A",POLICE OFFICER,030 PRECINCT,10919,11/2/2020,47,0
28096,"TINEO, JOVANI",POLICE OFFICER,043 PRECINCT,17434,7/8/2015,34,0
28097,"TINEO, LUIS A",POLICE OFFICER,042 PRECINCT,28588,7/7/2021,4,0
28098,"TINEO, THELMA K",POLICE OFFICER,049 PRECINCT,8709,1/6/2016,59,0
28099,"TING, KYLE",POLICE OFFICER,TRANSIT DISTRICT 1,3691,1/6/2016,88,3
28100,"TING, WANG S",POLICE OFFICER,TRANSIT DISTRICT 20,16423,1/7/2015,66,0
28101,"TINGOS, NICHOLAS",SERGEANT,120 PRECINCT,3240,7/9/2013,124,4
28102,"TINSLEY, SINCERAE D",SERGEANT,042 PRECINCT,1002,7/9/2007,128,0
28103,"TIPIANI, SUZENNY",POLICE OFFICER,049 PRECINCT,2222,7/2/2018,38,2
28104,"TIQUE, BRANLY",POLICE OFFICER,BUSINESS IMPROVEMENT DEPLOYMENT TEAM,24711,7/2/2001,62,1
28105,"TIRADO, ALYSSA M",POLICE OFFICER,HOUSING PSA 8,1621,1/6/2016,45,2
28106,"TIRADO, ANGELO L",POLICE OFFICER,122 PRECINCT,20016,1/10/2005,101,2
28107,"TIRADO, CHRISTINA N",POLICE OFFICER,TRANSIT DISTRICT 3,16000,7/9/2014,58,2
28108,"TIRADO, CHRISTOPHER D",SERGEANT,TRB INVESTIGATIONS UNIT,2266,7/9/2013,64,2
28109,"TIRADO, DANIEL",SERGEANT,HOUSING PSA 4,4953,1/10/2005,130,5
28110,"TIRADO, EPHRAIM A",DETECTIVE 3RD GRADE,BROOKLYN CHILD ABUSE SQUAD,2776,1/10/2005,234,7
28111,"TIRADO, MARIO A",POLICE OFFICER,WAREHOUSE SYSTEM,1261,7/8/2008,97,0
28112,"TIRADO, MELISSA M",POLICE OFFICER,QS CRIME ANALYSIS UNIT,15370,1/10/2007,21,0
28113,"TIRADO, NICOLE",SGT DET SQUAD,DA SQUAD BRONX,4796,7/1/2002,227,2
28114,"TIRADO, NORMA L",POLICE OFFICER,YANKEE STADIUM DETAIL,16724,9/28/2000,55,0
28115,"TIRADO, STEVE J",POLICE OFFICER,033 PRECINCT,22659,1/13/1992,154,7
28116,"TIRADOFLORES, ISAIAS",DETECTIVE 3RD GRADE,MISSING PERSONS SQUAD,5653,1/10/2005,342,0
28117,"TIRELLI, DANIEL J",POLICE OFFICER,114 PRECINCT,16071,1/3/1983,133,10
28118,"TIRELLI, SALVATORE F",POLICE OFFICER,TRANSIT DISTRICT 34,9194,10/7/2019,1,0
28119,"TIRINO, PATRICK A",POLICE OFFICER,102 PRECINCT,16299,1/7/2015,56,1
28120,"TIRIPICCHIO, KEITH F",POLICE OFFICER,MAN COURT SECTION,18641,7/8/2008,58,1
28121,"TIRLOKHI, ROOPRAM",POLICE OFFICER,034 PRECINCT,10539,7/13/2016,51,3
28122,"TIROL, BRADLEY R",POLICE OFFICER,076 PRECINCT,24778,1/7/2008,185,6
28123,"TIRRO, LUIGI",POLICE OFFICER,001 PRECINCT,5819,10/18/2017,26,1
28124,"TITUS, CHRISTIE E",POLICE OFFICER,RMB CD BODY WORN CAMERA UNIT,10956,7/6/2011,97,1
28125,"TITUS, CLETODELL D",POLICE OFFICER,081 PRECINCT,28067,1/10/2005,66,1
28126,"TITUS, COREY J",POLICE OFFICER,PBMS PUBLIC SAFETY TEAMS,11298,1/10/2018,91,1
28127,"TITUS, ELIZABETH M",POLICE OFFICER,MILITARY & EXTENDED LEAVE DESK,20188,7/8/2015,47,5
28128,"TITUS, JAMES M",POLICE OFFICER,INTELLIGENCE BUREAU,3128,7/8/2008,560,14
28129,"TITUS, JOE C",POLICE OFFICER,QS EVIDENCE COLLECTION TEAM,8531,10/18/2017,29,0
28130,"TITUS, KINSKI",POLICE OFFICER,075 PRECINCT,31796,7/11/2012,37,2
28131,"TIWARY, RHEA",POLICE OFFICER,114 PRECINCT,11551,7/10/2006,305,1
28132,"TIZZIO, CORY J",DETECTIVE SPECIALIST,OFFICE OF THE CHIEF CRIME CONTROL STRATEGIES,4007,7/9/2014,126,27
28133,"TIZZIO, TARA A",SERGEANT,014 PCT-MIDTOWN SO. PCT,5465,1/9/2013,180,12
28134,"TJORNHOM, ERIK J",POLICE OFFICER,MILITARY & EXTENDED LEAVE DESK,19430,7/6/2010,4,0
28135,"TJORNHOM, LEIF A",POLICE OFFICER,STATEN ISLAND COURT SECTION,6010,7/9/2007,122,1
28136,"TJORTJOGLOU, NICOLAOS",POLICE OFFICER,020 PRECINCT,24157,10/7/2019,21,0
28137,"TJORTJOGLOU, SAVVAS",POLICE OFFICER,109TH DET SQUAD,18670,7/8/2015,78,0
28138,"TKACH, FREDERICK",POLICE OFFICER,063 PRECINCT,29071,1/6/2020,9,0
28139,"TKACZUK, MATEUSZ",LIEUTENANT,TRANSIT DISTRICT 20,,1/7/2008,163,12
28140,"TKESHELASHVILI, ALEKSANDRE",POLICE OFFICER,RTS RECRUITS,29570,12/29/2021,0,0
28141,"TKESHELASHVILI, BAKUR",POLICE OFFICER,HOUSING PSA 2,6178,10/15/2021,0,0
28142,"TLAPANCO, YENI",POLICE OFFICER,TRANSIT DISTRICT 3,24289,11/2/2020,0,0
28143,"TLOCZKOWSKI, GREGORY F",DETECTIVE 3RD GRADE,CRIMINAL ENTERPRISE INVEST SEC,4452,7/9/2007,279,8
28144,"TO, DAVID Q",SERGEANT,114 PRECINCT,5553,7/11/2012,117,1
28145,"TO, KEVIN R",LT DET COMMANDER,"GUN VIOL SUPP DIV Z2 (MAN,BX)",,12/8/1997,166,132
28146,"TOAL, CHRISTOPHER R",DETECTIVE 3RD GRADE,BOMB SQUAD,7645,1/31/2006,227,0
28147,"TOAL, JOHN M",SERGEANT,INTEL CIS FIO PROGRAM,4006,7/1/2004,292,4
28148,"TOALA, JASON I",POLICE OFFICER,TRANSIT BORO MAN TASK FORCE,27613,1/20/2004,138,0
28149,"TOALA, JOSE D",DETECTIVE 2ND GRADE,DA SQ NY COUNTY,2630,7/6/1999,517,22
28150,"TOALE, PETER T",POLICE OFFICER,MEDICAL DIVISION,18531,7/8/2015,26,0
28151,"TOBAR, DAVID X",POLICE OFFICER,032 PRECINCT,1989,1/6/2016,94,0
28152,"TOBIA, ANTHONY J",POLICE OFFICER,115 PRECINCT,14010,1/6/2016,140,3
28153,"TOBIA, CARLO S",POLICE OFFICER,STATEN ISLAND COURT SECTION,4592,7/1/2004,83,0
28154,"TOBIA, JOSEPH J",DETECTIVE 3RD GRADE,ASSET FORFEITURE UNIT,2722,7/22/2002,393,17
28155,"TOBIAS, CHRIS",POLICE OFFICER,032 PRECINCT,25054,11/2/2020,15,0
28156,"TOBIERRE, KERVIN N",POLICE OFFICER,BROOKLYN COURT SECTION,6547,7/6/2010,110,1
28157,"TOBIN, JAMES J",DETECTIVE 2ND GRADE,STRATEGIC TECHNOLOGY DIVISION,4921,1/20/2004,120,2
28158,"TOBIN, JAMES M",DETECTIVE SPECIALIST,EMER SERV SQ 04,4579,7/6/2011,191,28
28159,"TOBIN, JOHN M",POLICE OFFICER,044 PRECINCT,20289,4/28/2021,15,0
28160,"TOBIN, JOSEPH R",POLICE OFFICER,048 PRECINCT,28621,7/11/2005,199,1
28161,"TOBON, ALVARO",SERGEANT,090 PRECINCT,1793,1/9/2006,133,1
28162,"TOCACIU, SANDRO M",POLICE OFFICER,083 PRECINCT,9496,10/12/2021,0,0
28163,"TOCCI, NICHOLAS J",POLICE OFFICER,HOUSING PSA 3,31349,7/11/2012,99,1
28164,"TOCCO, ALESSANDRO",DETECTIVE 3RD GRADE,GRAND LARCENY DIVISION,2431,3/1/2000,370,5
28165,"TOCCO, CHRISTOPHER P",LIEUTENANT,HIGHWAY DISTRICT,,7/18/1996,95,22
28166,"TOCCO, CHRISTOPHER R",POLICE OFFICER,107 PRECINCT,18723,10/7/2019,32,0
28167,"TOCCO, JENNA N",POLICE OFFICER,105 PRECINCT,4727,10/12/2021,0,0
28168,"TOCCO, MATTHEW A",SERGEANT,TACTICAL TRAINING UNIT,2725,1/9/2006,208,5
28169,"TOCZEK, MARTIN",SGT DET SQUAD,AC ZONE II BRONX/ MANHATTAN,2061,7/2/2001,94,7
28170,"TODARO, JOHN A",SGT SPECIAL ASSIGN,121 PRECINCT,5234,8/27/1993,136,102
28171,"TODARO, SALVATORE",POLICE OFFICER,120 PRECINCT,565,7/2/2018,29,0
28172,"TODD, CHRISTIAN M",POLICE OFFICER,066 PRECINCT,10884,4/25/2018,16,0
28173,"TODMAN, JONATHAN D",POLICE OFFICER,077 PRECINCT,20869,1/9/2013,80,1
28174,"TODOR, KIRK",DETECTIVE 3RD GRADE,INTEL CIS FIO PROGRAM,3619,7/2/2001,131,6
28175,"TODOROSKI, ALEKSANDAR",POLICE OFFICER,079 PRECINCT,14740,7/9/2014,81,4
28176,"TOFALLI, ANDREW J",POLICE OFFICER,PBBN PUBLIC SAFETY TEAMS,26431,7/9/2013,147,6
28177,"TOGATI, BENEDETTO G",POLICE OFFICER,068 PRECINCT,29073,1/6/2020,12,0
28178,"TOHFAFAROSH, MUBASHSHIR F",DETECTIVE 3RD GRADE,114TH DET SQUAD,4110,7/11/2005,459,10
28179,"TOKARSKI, EMIL",SERGEANT,075 PRECINCT,4490,7/9/2007,48,0
28180,"TOLAND, BRIAN E",DETECTIVE 3RD GRADE,046 DET SQUAD,1076,1/20/2004,340,2
28181,"TOLBA, ANTHONY N",POLICE OFFICER,081 PRECINCT,17642,10/24/2018,13,0
28182,"TOLBERT, CHRISTIAN J",POLICE OFFICER,PATROL BORO QUEENS NORTH,4336,7/11/2005,101,7
